Scenario, perm_x_aq, perm_y_aq, perm_x_cap, perm_y_cap, depth, aq_thickness, injected_fluid_mass, injected_temp, inject_time, store_time, produce_time, rest_time, T_ambient, P_ambient, enthalpy_i, enthalpy_a, RE1, RE2, RE3, RE4, RE5
91d_400m_disp0m_0745,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,60,200000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.808076722,0.847837213,0.866085515,0.877272155,0.88490448
91d_400m_disp0m_0746,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,60,200000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.805697991,0.845897713,0.864350952,0.875480242,0.883147391
91d_400m_disp0m_0747,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,60,200000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.801584754,0.841993463,0.860381139,0.871461476,0.878990177
91d_400m_disp0m_0750,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,50000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.406408169,0.485673337,0.52715177,0.554237998,0.573930337
91d_400m_disp0m_0751,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,50000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.39842222,0.477739679,0.519390645,0.546655689,0.566498162
91d_400m_disp0m_0752,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,50000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.38517115,0.46345407,0.504861429,0.532138755,0.552083418
91d_400m_disp0m_0755,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,100000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.410828202,0.491443836,0.534007591,0.561946129,0.582410484
91d_400m_disp0m_0756,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,100000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.405582644,0.486626671,0.529362573,0.557478289,0.578040558
91d_400m_disp0m_0757,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,100000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.398669922,0.479153927,0.521823512,0.549982155,0.57057052
91d_400m_disp0m_0760,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,200000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.413276427,0.49475396,0.537912114,0.56636608,0.587196262
91d_400m_disp0m_0761,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,200000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.409063165,0.490987416,0.534258393,0.562892169,0.583801164
91d_400m_disp0m_0762,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,200000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.404815423,0.486478027,0.529726448,0.558316009,0.579264783
91d_400m_disp0m_0765,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,50000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.518530858,0.592250783,0.629068563,0.652477289,0.66917733
91d_400m_disp0m_0766,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,50000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.433833228,0.507483442,0.545523382,0.570300293,0.58826151
91d_400m_disp0m_0767,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,50000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.364811788,0.433462556,0.469532552,0.493335744,0.51083395
91d_400m_disp0m_0768,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,50000000,250,91,91,91,91,28.1,4061130.85,1085684.251,121518.2282,0.312381011,0.374878703,0.407951133,0.429963755,0.446261867
91d_400m_disp0m_0770,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,100000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.541237606,0.61623591,0.653514207,0.677333266,0.694287251
91d_400m_disp0m_0771,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,100000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.486717537,0.564088614,0.60330077,0.628635836,0.646935079
91d_400m_disp0m_0772,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,100000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.4308886,0.505575751,0.544276015,0.569566729,0.588078597
91d_400m_disp0m_0775,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,200000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.552680066,0.62837333,0.665907065,0.68983892,0.706935482
91d_400m_disp0m_0776,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,200000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.518567412,0.598067765,0.637924753,0.663356854,0.681597985
91d_400m_disp0m_0777,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,200000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.480813914,0.56010089,0.600399645,0.626388512,0.645121688
91d_400m_disp0m_0780,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,50000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.48244382,0.549618261,0.584168383,0.606570078,0.622724209
91d_400m_disp0m_0781,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,50000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.30791115,0.370632299,0.403089375,0.424384459,0.440066207
91d_400m_disp0m_0782,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,50000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.244361323,0.298897057,0.327197486,0.345859543,0.35965143
91d_400m_disp0m_0783,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,50000000,250,91,91,91,91,28.2,4110033.7,1085682.822,121979.9198,0.205704875,0.253193833,0.277873887,0.294203687,0.306307273
91d_400m_disp0m_0785,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,100000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.575368181,0.639768364,0.672740598,0.693817397,0.708927028
91d_400m_disp0m_0786,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,100000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.401739498,0.46881178,0.502971518,0.525264032,0.541606016
91d_400m_disp0m_0787,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,100000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.319638438,0.38025444,0.411329741,0.431705135,0.446672061
91d_400m_disp0m_0788,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,100000000,250,91,91,91,91,28.2,4110033.7,1085682.822,121979.9198,0.26853941,0.322530303,0.350176448,0.368333287,0.381784267
91d_400m_disp0m_0790,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,200000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.638845024,0.701476228,0.732809332,0.752642275,0.76668456
91d_400m_disp0m_0791,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,200000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.500155154,0.568572866,0.602935874,0.62517096,0.641276208
91d_400m_disp0m_0792,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,200000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.407953494,0.472798811,0.505628114,0.527018891,0.542687409
91d_400m_disp0m_0795,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,50000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.300566906,0.347865881,0.375583635,0.394978869,0.409809665
91d_400m_disp0m_0796,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,50000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.16209767,0.201480294,0.223740926,0.239192038,0.251030744
91d_400m_disp0m_0797,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,50000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.124032615,0.15662437,0.175106962,0.187946458,0.197806046
91d_400m_disp0m_0798,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,50000000,250,91,91,91,91,28.4,4207839.4,1085680.053,122903.2125,0.102349183,0.129978294,0.14568624,0.156635913,0.1650685
91d_400m_disp0m_0800,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,100000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.403373664,0.4568772,0.487732557,0.508829984,0.524670267
91d_400m_disp0m_0801,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,100000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.225469595,0.274808254,0.301696302,0.319846283,0.333493581
91d_400m_disp0m_0802,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,100000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.172702137,0.214332542,0.23698201,0.252299802,0.263846833
91d_400m_disp0m_0803,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,100000000,250,91,91,91,91,28.4,4207839.4,1085680.053,122903.2125,0.142303793,0.177672688,0.196973862,0.210067926,0.219959361
91d_400m_disp0m_0805,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,200000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.528290995,0.580219109,0.610094047,0.630352105,0.645282754
91d_400m_disp0m_0806,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,200000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.316228211,0.373789247,0.403739154,0.423398716,0.437812184
91d_400m_disp0m_0807,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,200000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.243420286,0.293905799,0.320029116,0.33720663,0.349875367
91d_400m_disp0m_0808,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,200000000,250,91,91,91,91,28.4,4207839.4,1085680.053,122903.2125,0.200676389,0.244344224,0.266939457,0.281763129,0.292730295
91d_400m_disp0m_0810,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,50000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.242038829,0.269838004,0.286573349,0.298915227,0.308795974
91d_400m_disp0m_0811,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,50000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.114799612,0.139355413,0.15344916,0.16343693,0.171279738
91d_400m_disp0m_0812,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,50000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.084177545,0.104608209,0.116340451,0.124643639,0.13116781
91d_400m_disp0m_0813,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,50000000,250,91,91,91,91,28.6,4305645.1,1085677.404,123826.3854,0.067827161,0.085157576,0.095157798,0.102265384,0.107844759
91d_400m_disp0m_0815,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,100000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.307386767,0.341960917,0.363233761,0.378752789,0.39106718
91d_400m_disp0m_0816,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,100000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.152386473,0.184961125,0.20326118,0.216031897,0.225924811
91d_400m_disp0m_0817,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,100000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.112924788,0.140055816,0.155288384,0.16589191,0.174137612
91d_400m_disp0m_0818,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,100000000,250,91,91,91,91,28.6,4305645.1,1085677.404,123826.3854,0.091315383,0.114131783,0.127024747,0.136020237,0.142998061
91d_400m_disp0m_0820,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,200000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.407301887,0.445736769,0.470316304,0.488125276,0.502016847
91d_400m_disp0m_0821,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,200000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.21431046,0.25559606,0.278089794,0.293553761,0.305376739
91d_400m_disp0m_0822,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,200000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.159784909,0.194944568,0.214058413,0.227090781,0.237038482
91d_400m_disp0m_0823,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,200000000,250,91,91,91,91,28.6,4305645.1,1085677.404,123826.3854,0.129228696,0.158990532,0.175231823,0.186293714,0.194772195
91d_400m_disp0m_0825,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,50000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.406499921,0.485718419,0.527172567,0.554265884,0.573953419
91d_400m_disp0m_0826,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,50000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.398717821,0.478043257,0.519643462,0.546896065,0.566732717
91d_400m_disp0m_0827,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,50000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.385755823,0.46394311,0.50531248,0.532582334,0.552496758
91d_400m_disp0m_0830,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,100000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.410754712,0.491416436,0.533993222,0.561940786,0.582403327
91d_400m_disp0m_0831,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,100000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.405387426,0.486425261,0.52917661,0.557304385,0.577869603
91d_400m_disp0m_0832,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,100000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.398112092,0.478821454,0.521545254,0.549724865,0.57035044
91d_400m_disp0m_0835,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,200000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.413246171,0.494689158,0.537830869,0.566249028,0.587162109
91d_400m_disp0m_0836,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,200000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.408701805,0.490700266,0.534065651,0.562611292,0.583561976
91d_400m_disp0m_0837,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,200000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.403882412,0.485767555,0.529121813,0.557734464,0.578739782
91d_400m_disp0m_0840,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,50000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.52841154,0.599483646,0.635130208,0.657848718,0.674065028
91d_400m_disp0m_0841,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,50000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.447482141,0.51776588,0.554345519,0.578260345,0.595688045
91d_400m_disp0m_0842,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,50000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.374296251,0.440651201,0.475771325,0.499034018,0.516181372
91d_400m_disp0m_0843,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,50000000,250,91,91,91,91,28.1,4061130.85,1085684.251,121518.2282,0.317726421,0.378854292,0.411279977,0.4329396,0.449029309
91d_400m_disp0m_0845,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,100000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.546724379,0.619755548,0.656348116,0.679703431,0.696409669
91d_400m_disp0m_0846,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,100000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.495686742,0.57033613,0.60844574,0.633124573,0.650917167
91d_400m_disp0m_0847,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,100000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.438422706,0.510656476,0.54850772,0.5732968,0.591448656
91d_400m_disp0m_0850,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,200000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.555855531,0.630105361,0.667122021,0.690846587,0.707834974
91d_400m_disp0m_0851,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,200000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.52348322,0.601593535,0.640718787,0.665741483,0.683737702
91d_400m_disp0m_0852,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,200000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.486229856,0.563438386,0.602879875,0.628391669,0.646865364
91d_400m_disp0m_0855,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,50000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.551892782,0.601843747,0.629330667,0.647760055,0.661368862
91d_400m_disp0m_0856,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,50000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.334811044,0.389969818,0.419835079,0.439870931,0.454801801
91d_400m_disp0m_0857,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,50000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.250031043,0.301649263,0.328944821,0.347208481,0.360828406
91d_400m_disp0m_0858,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,50000000,250,91,91,91,91,28.2,4110033.7,1085682.822,121979.9198,0.203621982,0.249788857,0.274153265,0.290457377,0.302645147
91d_400m_disp0m_0860,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,100000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.621274259,0.672067457,0.699521695,0.717590115,0.730792003
91d_400m_disp0m_0861,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,100000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.431388838,0.488124683,0.519199493,0.540039033,0.555393447
91d_400m_disp0m_0862,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,100000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.328839999,0.384853715,0.414478859,0.434199189,0.448819661
91d_400m_disp0m_0863,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,100000000,250,91,91,91,91,28.2,4110033.7,1085682.822,121979.9198,0.268065565,0.319820828,0.346822377,0.364745568,0.378119316
91d_400m_disp0m_0865,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,200000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.669616037,0.721337456,0.748557393,0.766214988,0.778952265
91d_400m_disp0m_0866,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,200000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.527889832,0.585204949,0.616253327,0.63680883,0.651911266
91d_400m_disp0m_0867,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,200000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.422590285,0.480382563,0.511149365,0.531595388,0.546708007
91d_400m_disp0m_0870,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,50000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.497774651,0.51877062,0.532440521,0.543361487,0.552453029
91d_400m_disp0m_0871,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,50000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.210466624,0.239098778,0.25736383,0.270680123,0.281134098
91d_400m_disp0m_0872,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,50000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.139788099,0.167413009,0.184032913,0.195927277,0.205189
91d_400m_disp0m_0873,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,50000000,250,91,91,91,91,28.4,4207839.4,1085680.053,122903.2125,0.107003313,0.131738541,0.146385329,0.15682708,0.164956641
91d_400m_disp0m_0875,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,100000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.566670896,0.587932027,0.603500042,0.616048671,0.626357056
91d_400m_disp0m_0876,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,100000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.2680205,0.302280803,0.324596511,0.340635514,0.353080783
91d_400m_disp0m_0877,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,100000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.180901563,0.215568293,0.236229701,0.250794393,0.261986029
91d_400m_disp0m_0878,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,100000000,250,91,91,91,91,28.4,4207839.4,1085680.053,122903.2125,0.139733899,0.171071443,0.189383159,0.202211703,0.212119133
91d_400m_disp0m_0880,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,200000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.645251899,0.666922997,0.683320846,0.696273632,0.706704163
91d_400m_disp0m_0881,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,200000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.357889372,0.39523489,0.420238888,0.438040809,0.451573671
91d_400m_disp0m_0882,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,200000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.247979577,0.288865095,0.312952674,0.329545812,0.342194996
91d_400m_disp0m_0883,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,200000000,250,91,91,91,91,28.4,4207839.4,1085680.053,122903.2125,0.19236236,0.230508495,0.252297085,0.267230536,0.278564268
91d_400m_disp0m_0885,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,50000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.522972278,0.538397255,0.544941872,0.54952981,0.553359323
91d_400m_disp0m_0886,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,50000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.197694828,0.213204593,0.222849517,0.230194562,0.236222756
91d_400m_disp0m_0887,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,50000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.119436671,0.135346072,0.144978341,0.152048036,0.157705341
91d_400m_disp0m_0888,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,50000000,250,91,91,91,91,28.6,4305645.1,1085677.404,123826.3854,0.085464767,0.100191468,0.108983042,0.11533339,0.120385521
91d_400m_disp0m_0890,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,100000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.566771482,0.578489204,0.584887096,0.590188312,0.595060124
91d_400m_disp0m_0891,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,100000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.222669798,0.241477268,0.254240017,0.264029751,0.272017182
91d_400m_disp0m_0892,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,100000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.136734238,0.157556173,0.1703253,0.179616647,0.187015695
91d_400m_disp0m_0893,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,100000000,250,91,91,91,91,28.6,4305645.1,1085677.404,123826.3854,0.099760584,0.119281353,0.130830259,0.1390982,0.145650293
91d_400m_disp0m_0895,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,200000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.622413271,0.632222384,0.63932815,0.645867191,0.651919078
91d_400m_disp0m_0896,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,200000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.278203765,0.299391558,0.31501514,0.327218892,0.337059577
91d_400m_disp0m_0897,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,200000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.175287157,0.201255519,0.217218704,0.228839524,0.238088106
91d_400m_disp0m_0898,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,200000000,250,91,91,91,91,28.6,4305645.1,1085677.404,123826.3854,0.129900729,0.154474275,0.169044448,0.179427587,0.187586235
91d_400m_disp0m_0900,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,50000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.406620374,0.485810797,0.52724762,0.554319534,0.574008293
91d_400m_disp0m_0901,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,50000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.399361599,0.478517422,0.520065491,0.54727743,0.567085991
91d_400m_disp0m_0902,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,50000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.386914303,0.464930961,0.506225904,0.533416193,0.553277957
91d_400m_disp0m_0905,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,100000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.410836503,0.491456826,0.534035744,0.561965534,0.582410901
91d_400m_disp0m_0906,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,100000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.405637696,0.486581367,0.529293021,0.557406022,0.577982963
91d_400m_disp0m_0907,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,100000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.398535139,0.479132184,0.521796725,0.549951056,0.570568909
91d_400m_disp0m_0910,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,200000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.413285179,0.494709353,0.537904393,0.566274164,0.587161495
91d_400m_disp0m_0911,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,200000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.40889722,0.490749212,0.534005872,0.562632399,0.583591761
91d_400m_disp0m_0912,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,200000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.403950175,0.485863039,0.529125176,0.557740061,0.578757885
91d_400m_disp0m_0915,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,10,50000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.534251881,0.604269721,0.63933321,0.661662272,0.677591625
91d_400m_disp0m_0916,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,10,50000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.46111723,0.528383324,0.5637505,0.586885367,0.603768028
91d_400m_disp0m_0917,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,10,50000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.385825989,0.449730549,0.483901178,0.506597172,0.523362869
